Home_Insurance,"Notice of Representation Budget Mutual Home Insurance Company 9876 Infinity Ave Springfield, MI 65541 GS Jones Law Group PS 6100 Carillon Pt Loon Lake, Washington(WA), 99148 Our Client: James Garcia Date of death: 11/22/2021 To Whom It May Concern, I have been retained by James Garcia to handle the estate of Aliya Jefferson. My understanding is that they had a home insurance policy 246007019 with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. We are requesting that you forward the full policy amount of $375,000. Please forward an acknowledgement of our demand and please forward the umbrella policy information if one is applicable. Please send my secretary any information regarding liens on his policy. Please contact my office if you have any questions. Sincerely, Angela Berry, Attorney"
Home_Insurance,"Notice of Representation Number One Home Insurance Company 1234 Gateway Dr Chicago, IL 15002 Lufkins & Anubis Attorneys 375 Union Ave SE Kent, Washington (WA), 98031 Re: Estate of Mason Norman Policy number: 978523657 Our client: Francesca Richmond Date of death: 4/17/2021 To Whom It May Concern, I have been retained by Francesca Richmond to handle the estate of Mason Norman. My understanding is that they had a home insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. Our understanding is that the policy was for the amount of $225,000. If that is correct, please forward that amount to our office. If there are any forms that need to be completed, please forward those as well. If you are aware of any additional policies that are in force, send information about those policies to our office. If you have any questions, please contact my office. Sincerely, John D Locke, Esq"
Auto_Insurance,"Notice of Representation Number One Auto Insurance Company 1234 Gateway Dr Chicago, IL 15002 Kubo Law Offices 4515 15th Ave S Spokane, Washington(WA), 99217 Re: Estate of Lena Avila Policy number: 643766854 Our client: Umar Osborn Date of death: 8/15/2020 To Whom It May Concern, I have been retained by Umar Osborn to handle the estate of Lena Avila. My understanding is that they had a auto insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. Our understanding is that the policy was for the amount of $220,000. If that is correct, please forward that amount to our office. If there are any forms that need to be completed, please forward those as well. If you are aware of any additional policies that are in force, send information about those policies to our office. If you have any questions, please contact my office. Sincerely, John D Locke, Esq"
Life_Insurance,"Notice of Representation Budget Mutual Life Insurance Company 9876 Infinity Ave Springfield, MI 65541 Cristine Beckwith Attorney At Law 674 W Lookout Ridge Dr Washougal, Washington (WA), 98671 Our Client: Ellie Miller Date of death: 5/6/2021 To Whom It May Concern, I have been retained by Ellie Miller to handle the estate of Nathaniel Ray. My understanding is that they had a life insurance policy (#526768254) with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. We are requesting that you forward the full policy amount of $58,000. Please forward an acknowledgement of our demand and please forward the umbrella policy information if one is applicable. Please send my secretary any information regarding liens on his policy. Please contact my office if you have any questions. Sincerely, Angela Berry, Attorney"
Life_Insurance,"Notice of Representation Number One Life Insurance Company 1234 Gateway Dr Chicago, IL 15002 Elk & Elk 9816 51st Ave SW Kent, Washington (WA), 98031 Re: Estate of Matthew Ramirez Policy number: 249084190 Our client: Joseph Miller Date of death: 9/13/2020 To Whom It May Concern, I have been retained by Joseph Miller to handle the estate of Matthew Ramirez. My understanding is that they had a life insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. Our understanding is that the policy was for the amount of $10,000. If that is correct, please forward that amount to our office. If there are any forms that need to be completed, please forward those as well. If you are aware of any additional policies that are in force, send information about those policies to our office. If you have any questions, please contact my office. Sincerely, John D Locke, Esq"
Auto_Insurance,"Notice of Representation Number One Auto Insurance Company 1234 Gateway Dr Chicago, IL 15002 Hemingway & Poe PLLC 9816 51st Ave SW Spokane, Washington (WA), 99208 Re: Estate of Sarah White Policy number: 938300973 Our client: Jesse French Date of death: 5/17/2021 To Whom It May Concern, I have been retained by Jesse French to handle the estate of Sarah White. My understanding is that they had a auto insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. Our understanding is that the policy was for the amount of $50,000. If that is correct, please forward that amount to our office. If there are any forms that need to be completed, please forward those as well. If you are aware of any additional policies that are in force, send information about those policies to our office. If you have any questions, please contact my office. Sincerely, John D Locke, Esq"
Home_Insurance,"Notice of Representation Lufkins & Anubis Attorneys 375 Union Ave SE Kent, Washington (WA), 98031 Direct Home Insurance Company 5555 Dakota St. Athens, GA 23001 Re: Estate of Mason Norman Policy Number: 978523657 Date of death: 4/17/2021 To Whom It May Concern: I have been retained by Francesca Richmond to handle the abovenamed estate. My understanding is that they had a home insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. We request that you deliver posthaste, the full policy amount of $100,000. If you are aware of any additional policies in force, please provide us with that information. Additionally, if there are any exclusions or liens on the policy, we request that information as well. If you have any questions, please contact my office. Sincerely, J Rock, esq."
Home_Insurance,"Notice of Representation French Law Offices 635 7th St NE Bellingham, Washington (WA), 98225 Direct Home Insurance Company 5555 Dakota St. Athens, GA 23001 Re: Estate of Libby Cantrell Policy Number: 673320814 Date of death: 1/29/2020 To Whom It May Concern: I have been retained by Caleb Lee to handle the abovenamed estate. My understanding is that they had a home insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. We request that you deliver posthaste, the full policy amount of $50,000. If you are aware of any additional policies in force, please provide us with that information. Additionally, if there are any exclusions or liens on the policy, we request that information as well. If you have any questions, please contact my office. Sincerely, J Rock, esq."
Home_Insurance,"Notice of Representation Budget Mutual Home Insurance Company 9876 Infinity Ave Springfield, MI 65541 Thomas Pynchon Law 9514 8th Ave S Spokane, Washington (WA), 99208 Our Client: Aaliyah Dixon Date of death: 6/5/2021 To Whom It May Concern, I have been retained by Aaliyah Dixon to handle the estate of Albert Hanson. My understanding is that they had a home insurance policy 114098914 with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. We are requesting that you forward the full policy amount of $25,000. Please forward an acknowledgement of our demand and please forward the umbrella policy information if one is applicable. Please send my secretary any information regarding liens on his policy. Please contact my office if you have any questions. Sincerely, Angela Berry, Attorney"
Home_Insurance,"Notice of Representation Quiroga PLLC 9668 Rainier Ave S Kent, Washington (WA), 98031 Direct Home Insurance Company 5555 Dakota St. Athens, GA 23001 Re: Estate of Sana Keith Policy Number: 462204232 Date of death: 2/14/2020 To Whom It May Concern: I have been retained by Oliver Davis to handle the abovenamed estate. My understanding is that they had a home insurance policy with your company. If this is correct, please send a letter to my office indicating you have received our letter of representation. Additionally, please do not contact our client going forward. We request that you deliver posthaste, the full policy amount of $60,000. If you are aware of any additional policies in force, please provide us with that information. Additionally, if there are any exclusions or liens on the policy, we request that information as well. If you have any questions, please contact my office. Sincerely, J Rock, esq."
